crop_type,crop_growth_stage,soil_type,soil_ph,soil_moisture,organic_carbon,electrical_conductivity,N,P,K,temperature_c,humidity,rainfall_mm,sunlight_hours,wind_speed_kmh,season,irrigation_type,water_source,field_area_hectare,mulching_used,previous_irrigation_mm,region,irrigation_need,water_required_mm
Cotton,Vegetative,Silt,6.89,48.22,0.96,3.27,117.0,46.0,19.0,13.31,65.91,2313.39,5.52,10.72,Rabi,Canal,Reservoir,5.75,No,61.25,North,Medium,36.47
Rice,Vegetative,Sandy,7.41,63.24,0.36,0.92,80.0,47.0,40.0,32.16,81.17,1566.29,7.43,11.4,Zaid,Sprinkler,Reservoir,5.02,No,52.34,West,Medium,31.63
Cotton,Vegetative,Clay,7.34,16.94,1.22,1.5,117.0,46.0,19.0,41.92,65.41,1505.47,5.11,12.25,Rabi,Canal,River,4.21,No,62.72,South,High,79.23
Cotton,Sowing,Loamy,5.86,56.62,0.68,2.08,117.0,46.0,19.0,24.38,61.61,853.26,10.82,8.8,Zaid,Sprinkler,Reservoir,9.63,Yes,53.08,Central,Low,22.41
Maize,Vegetative,Silt,7.65,52.12,0.72,0.81,76.0,48.5,20.0,21.53,88.67,2065.36,9.62,4.24,Rabi,Rainfed,Groundwater,6.6,No,10.93,North,Low,4.7
Rice,Harvest,Silt,5.05,24.07,1.24,2.94,80.0,47.0,40.0,38.75,77.81,829.96,5.84,10.5,Kharif,Drip,Rainwater,7.53,Yes,30.23,North,Medium,19.7
Cotton,Sowing,Silt,5.67,59.64,1.06,2.26,117.0,46.0,19.0,18.97,71.14,1605.06,6.95,7.68,Rabi,Sprinkler,Reservoir,14.14,Yes,11.97,North,Low,4.62
Cotton,Harvest,Silt,6.82,28.51,0.72,3.23,117.0,46.0,19.0,40.61,48.58,856.61,9.92,8.52,Rabi,Sprinkler,Rainwater,8.17,Yes,51.35,East,Low,22.85
Maize,Flowering,Loamy,7.11,42.23,0.46,0.85,76.0,48.5,20.0,17.04,39.27,866.01,10.1,12.52,Kharif,Drip,Groundwater,5.85,Yes,82.66,North,Low,44.77
Rice,Flowering,Silt,7.14,53.41,1.13,3.34,80.0,47.0,40.0,25.54,60.57,950.32,10.69,10.27,Rabi,Canal,River,10.6,Yes,92.05,North,Low,48.81
Rice,Harvest,Silt,5.97,44.58,0.34,0.57,80.0,47.0,40.0,36.59,68.54,29.58,4.54,4.6,Rabi,Canal,Reservoir,14.6,Yes,61.15,West,Low,34.55
Rice,Flowering,Clay,7.35,14.39,1.56,1.88,80.0,47.0,40.0,36.36,30.98,2030.42,9.89,7.47,Zaid,Rainfed,River,5.84,No,106.04,East,Medium,119.74
Cotton,Flowering,Silt,6.99,29.72,1.36,2.73,117.0,46.0,19.0,32.24,78.9,1105.16,10.04,17.41,Kharif,Drip,River,6.36,No,6.72,Central,Medium,6.76
Cotton,Harvest,Silt,4.97,31.79,1.24,2.6,117.0,46.0,19.0,41.11,69.41,2359.64,6.82,15.69,Rabi,Canal,Groundwater,8.25,No,4.68,North,Low,2.03
Rice,Sowing,Sandy,6.68,49.94,0.54,2.31,80.0,47.0,40.0,39.23,37.87,2154.55,10.12,6.61,Zaid,Canal,Reservoir,10.08,Yes,88.98,West,Low,46.27
Maize,Vegetative,Loamy,4.91,16.01,1.14,2.98,76.0,48.5,20.0,40.48,50.74,2246.6,8.69,10.06,Zaid,Rainfed,Groundwater,14.71,No,74.92,East,High,94.64
Rice,Harvest,Clay,6.05,49.87,1.13,1.16,80.0,47.0,40.0,18.37,34.97,871.34,8.0,6.36,Kharif,Canal,River,5.01,No,37.0,North,Low,11.02
Rice,Vegetative,Loamy,5.61,57.3,0.49,1.88,80.0,47.0,40.0,24.92,66.62,1903.52,7.42,15.32,Kharif,Sprinkler,River,9.59,Yes,55.46,Central,Low,23.37
Cotton,Harvest,Loamy,5.56,27.54,1.41,1.74,117.0,46.0,19.0,40.55,71.29,1390.15,10.54,5.8,Rabi,Sprinkler,Groundwater,8.72,Yes,15.7,West,Low,7.04
Maize,Flowering,Clay,7.94,26.62,0.34,0.81,76.0,48.5,20.0,32.02,27.11,2344.56,6.61,15.04,Rabi,Drip,River,13.42,No,22.77,East,Medium,23.45
Rice,Harvest,Loamy,8.15,42.71,0.45,1.74,80.0,47.0,40.0,40.64,89.5,855.15,4.11,12.71,Rabi,Rainfed,River,14.89,Yes,16.95,West,Low,6.66
Maize,Vegetative,Loamy,6.68,59.32,0.99,1.54,76.0,48.5,20.0,34.19,66.79,1140.91,7.69,10.73,Kharif,Canal,River,12.43,Yes,49.09,South,Medium,31.59
Rice,Vegetative,Sandy,7.96,25.5,1.11,1.55,80.0,47.0,40.0,39.21,86.72,1980.94,4.92,18.2,Zaid,Sprinkler,Rainwater,13.27,No,67.11,Central,Medium,62.03
Maize,Sowing,Silt,4.82,18.64,0.82,0.81,76.0,48.5,20.0,39.82,30.92,2109.78,9.01,6.49,Kharif,Drip,Rainwater,10.97,No,52.57,East,Medium,51.0
Cotton,Vegetative,Clay,7.34,55.8,0.68,3.32,117.0,46.0,19.0,34.52,40.98,1044.92,9.46,9.2,Rabi,Canal,Groundwater,3.68,No,9.63,Central,Medium,6.46
Rice,Vegetative,Silt,5.1,45.51,1.31,2.83,80.0,47.0,40.0,38.16,37.04,694.43,6.63,19.51,Zaid,Canal,Rainwater,7.41,No,101.01,East,Medium,77.63
Rice,Harvest,Loamy,6.96,32.66,1.18,3.21,80.0,47.0,40.0,16.08,59.57,430.0,7.47,11.39,Kharif,Canal,River,1.11,Yes,7.48,Central,Low,2.79
Maize,Vegetative,Clay,7.91,46.73,0.72,0.38,76.0,48.5,20.0,38.34,54.82,1757.4,5.58,1.94,Rabi,Canal,Reservoir,12.44,No,79.38,West,Medium,60.39
Cotton,Harvest,Loamy,5.51,33.72,1.01,1.17,117.0,46.0,19.0,30.02,61.29,960.32,7.17,11.52,Rabi,Drip,Reservoir,1.51,Yes,31.47,Central,Low,12.24
Rice,Harvest,Loamy,6.85,31.42,1.48,2.0,80.0,47.0,40.0,27.28,33.29,1210.23,9.14,6.42,Zaid,Rainfed,Groundwater,8.64,No,89.14,East,Low,34.43
Rice,Flowering,Loamy,5.36,9.32,1.04,3.09,80.0,47.0,40.0,22.72,30.79,380.98,10.9,18.53,Kharif,Drip,Groundwater,7.77,No,105.12,East,Medium,119.55
Maize,Vegetative,Loamy,6.84,10.62,0.57,3.2,76.0,48.5,20.0,20.82,75.12,487.97,5.56,10.6,Zaid,Drip,Rainwater,3.21,No,116.28,West,Medium,97.73
Cotton,Sowing,Sandy,5.38,64.25,0.49,1.65,117.0,46.0,19.0,30.0,63.93,867.25,5.43,2.44,Rabi,Rainfed,River,4.52,No,21.38,Central,Low,8.76
Maize,Vegetative,Silt,5.34,50.1,0.44,1.48,76.0,48.5,20.0,40.01,81.53,1142.98,6.03,12.94,Rabi,Sprinkler,River,5.68,Yes,57.06,South,Medium,42.61
Rice,Harvest,Sandy,7.14,24.75,0.48,0.21,80.0,47.0,40.0,27.54,43.69,1345.67,5.81,2.42,Zaid,Rainfed,Groundwater,11.35,Yes,102.03,Central,Low,41.74
Maize,Harvest,Clay,5.24,40.76,1.36,1.5,76.0,48.5,20.0,38.62,51.7,1874.53,8.13,19.07,Zaid,Drip,Reservoir,11.14,Yes,69.09,West,Low,27.31
Maize,Vegetative,Loamy,6.25,31.69,1.51,1.97,76.0,48.5,20.0,27.62,25.94,670.75,8.88,1.81,Kharif,Drip,River,12.42,No,89.76,North,Low,49.58
Maize,Harvest,Silt,7.8,42.88,0.34,1.27,76.0,48.5,20.0,39.99,67.97,195.28,4.61,17.77,Zaid,Rainfed,Reservoir,13.29,No,32.56,West,Medium,24.42
Maize,Vegetative,Sandy,5.1,54.36,0.83,0.72,76.0,48.5,20.0,29.31,94.76,1691.42,6.92,19.46,Zaid,Drip,Groundwater,8.81,No,94.63,Central,Medium,61.36
Maize,Flowering,Clay,6.13,27.92,0.75,2.98,76.0,48.5,20.0,20.54,29.54,1635.53,10.88,2.23,Zaid,Drip,Reservoir,13.75,No,39.37,Central,Low,25.07
Cotton,Sowing,Sandy,7.23,41.93,0.59,0.65,117.0,46.0,19.0,24.97,39.73,2190.81,8.38,13.21,Kharif,Rainfed,Reservoir,3.75,No,52.12,North,Low,25.62
Rice,Sowing,Sandy,7.04,17.73,1.3,2.36,80.0,47.0,40.0,27.75,86.97,1249.98,10.21,9.09,Rabi,Drip,Reservoir,3.57,No,49.09,West,Low,29.84
Maize,Sowing,Loamy,5.76,9.16,0.77,3.39,76.0,48.5,20.0,36.63,82.39,455.05,9.75,6.24,Kharif,Canal,Rainwater,9.64,Yes,56.88,North,Low,40.25
Maize,Flowering,Clay,6.09,51.79,0.72,0.32,76.0,48.5,20.0,23.83,48.32,7.17,5.89,1.06,Zaid,Sprinkler,Groundwater,8.88,No,0.43,North,Medium,0.5
Maize,Flowering,Sandy,5.15,30.86,0.3,2.92,76.0,48.5,20.0,32.3,81.84,430.63,7.02,15.1,Zaid,Rainfed,Groundwater,6.48,Yes,101.68,West,Medium,111.2
Maize,Vegetative,Clay,6.51,48.38,1.11,0.12,76.0,48.5,20.0,37.31,57.8,1069.3,7.16,8.97,Rabi,Sprinkler,River,5.95,Yes,84.13,North,Low,43.69
Maize,Harvest,Sandy,7.21,55.24,0.97,1.0,76.0,48.5,20.0,19.63,61.61,1170.76,6.06,6.8,Kharif,Rainfed,Groundwater,7.91,No,8.39,Central,Low,2.4
Cotton,Sowing,Silt,5.65,24.28,0.87,1.49,117.0,46.0,19.0,22.51,37.44,1611.18,4.78,18.04,Zaid,Rainfed,Rainwater,0.9,Yes,108.34,East,Low,60.43
Rice,Flowering,Silt,5.94,63.4,0.96,1.33,80.0,47.0,40.0,38.57,75.19,536.79,8.71,3.26,Zaid,Sprinkler,River,14.54,Yes,79.39,Central,Low,42.63
Cotton,Flowering,Silt,4.89,48.89,0.8,3.22,117.0,46.0,19.0,35.71,84.4,1995.82,10.99,0.79,Kharif,Canal,Rainwater,1.55,Yes,2.82,North,Low,1.72
Cotton,Vegetative,Clay,7.53,8.75,1.37,1.52,117.0,46.0,19.0,41.51,88.9,73.41,6.31,17.22,Kharif,Sprinkler,Groundwater,0.5,Yes,86.96,Central,High,160.74
Rice,Vegetative,Clay,7.85,28.2,1.05,2.69,80.0,47.0,40.0,25.17,87.31,2121.01,5.85,15.98,Rabi,Sprinkler,River,14.38,No,113.6,South,Medium,90.09
Rice,Vegetative,Clay,6.56,50.34,0.42,2.8,80.0,47.0,40.0,37.27,79.47,1574.51,7.05,2.5,Kharif,Drip,River,7.46,No,99.37,East,Medium,72.27
Rice,Harvest,Clay,7.79,32.46,1.35,1.74,80.0,47.0,40.0,41.63,76.2,1383.87,5.28,8.06,Rabi,Rainfed,Reservoir,12.18,Yes,99.68,Central,Low,42.91
Rice,Vegetative,Loamy,8.01,21.45,1.08,1.0,80.0,47.0,40.0,17.87,35.78,2012.97,4.91,12.25,Kharif,Sprinkler,Reservoir,12.98,Yes,115.78,East,Medium,89.85
Cotton,Vegetative,Loamy,4.88,21.82,1.28,1.4,117.0,46.0,19.0,22.08,26.5,1396.69,6.24,16.62,Zaid,Rainfed,Rainwater,2.01,Yes,56.69,South,Medium,45.85
Rice,Flowering,Silt,6.78,23.82,0.95,2.07,80.0,47.0,40.0,13.42,61.64,182.26,8.36,4.61,Rabi,Canal,Groundwater,4.77,Yes,92.23,South,Medium,110.41
Cotton,Vegetative,Loamy,6.67,59.2,1.07,2.59,117.0,46.0,19.0,27.3,53.85,1028.13,8.96,3.86,Zaid,Rainfed,Rainwater,3.3,No,71.5,West,Low,30.22
Maize,Flowering,Sandy,5.55,34.63,1.47,2.16,76.0,48.5,20.0,26.22,68.61,847.21,6.28,14.06,Kharif,Drip,Rainwater,6.14,Yes,94.01,North,Low,59.94
Cotton,Flowering,Sandy,6.26,30.35,0.56,2.41,117.0,46.0,19.0,14.57,78.65,2481.94,9.07,13.3,Zaid,Rainfed,River,10.26,Yes,62.53,West,Low,36.77
Maize,Sowing,Sandy,7.02,49.26,0.43,3.04,76.0,48.5,20.0,35.85,78.8,1164.22,8.41,18.29,Kharif,Rainfed,River,0.77,No,6.45,Central,Low,3.28
Rice,Sowing,Silt,7.27,59.85,1.2,3.07,80.0,47.0,40.0,20.51,75.56,1088.07,6.07,7.02,Kharif,Rainfed,Reservoir,14.34,No,101.45,West,Low,39.74
Maize,Harvest,Sandy,5.7,52.03,1.21,1.32,76.0,48.5,20.0,23.65,72.67,2281.44,7.55,18.39,Kharif,Rainfed,Rainwater,0.65,No,46.82,North,Low,14.41
Maize,Harvest,Loamy,5.22,61.78,1.29,1.08,76.0,48.5,20.0,17.62,47.75,660.78,7.11,8.54,Rabi,Canal,Groundwater,14.17,Yes,21.36,South,Low,5.56
Rice,Flowering,Clay,7.71,48.3,0.52,1.51,80.0,47.0,40.0,29.56,56.06,961.1,9.8,18.12,Rabi,Sprinkler,River,14.51,Yes,42.56,East,Low,24.71
Maize,Flowering,Sandy,5.56,58.12,0.91,2.74,76.0,48.5,20.0,24.48,92.7,208.27,4.53,15.94,Zaid,Sprinkler,River,7.37,Yes,60.78,West,Medium,57.41
Maize,Sowing,Sandy,4.99,17.26,1.3,2.57,76.0,48.5,20.0,22.16,86.27,13.44,9.03,19.78,Rabi,Sprinkler,Reservoir,1.0,Yes,9.69,East,Medium,12.13
Rice,Harvest,Silt,6.55,15.02,1.25,0.8,80.0,47.0,40.0,15.95,55.83,463.1,7.44,8.02,Kharif,Rainfed,Reservoir,6.61,Yes,50.05,North,Low,20.04
Cotton,Harvest,Silt,6.01,54.59,1.34,0.14,117.0,46.0,19.0,33.64,46.03,1021.67,8.44,13.99,Rabi,Drip,Rainwater,7.89,Yes,72.54,South,Low,23.95
Rice,Harvest,Silt,7.27,32.55,1.41,2.21,80.0,47.0,40.0,34.64,44.25,1488.05,9.68,15.02,Rabi,Drip,Groundwater,6.37,Yes,47.78,North,Low,19.6
Maize,Harvest,Loamy,6.34,14.54,1.12,0.44,76.0,48.5,20.0,32.91,88.75,2054.66,9.39,6.3,Kharif,Canal,Groundwater,13.47,No,1.47,South,Medium,0.94
Maize,Harvest,Loamy,7.71,48.71,1.35,0.72,76.0,48.5,20.0,37.98,54.31,1784.74,5.49,1.11,Kharif,Drip,River,3.81,Yes,65.32,North,Low,23.81
Cotton,Harvest,Sandy,5.94,18.07,0.69,2.34,117.0,46.0,19.0,17.66,32.67,5.26,8.46,13.33,Rabi,Drip,River,11.71,Yes,35.36,Central,Medium,29.71
Maize,Sowing,Clay,6.71,28.42,0.4,0.19,76.0,48.5,20.0,31.44,38.15,2210.9,5.71,15.89,Zaid,Drip,Groundwater,8.44,No,20.13,Central,Low,11.85
Cotton,Vegetative,Silt,5.48,21.34,0.42,2.77,117.0,46.0,19.0,41.46,85.78,6.21,9.26,8.78,Zaid,Drip,River,3.47,Yes,103.45,South,High,198.16
Cotton,Sowing,Sandy,7.78,34.88,1.48,1.21,117.0,46.0,19.0,19.93,54.78,456.37,9.25,4.35,Rabi,Sprinkler,River,6.72,No,94.31,Central,Low,50.2
Rice,Sowing,Clay,7.75,48.77,0.47,1.91,80.0,47.0,40.0,26.39,54.48,227.19,5.01,15.6,Rabi,Sprinkler,Reservoir,1.22,Yes,66.98,East,Low,40.83
Rice,Sowing,Sandy,6.73,57.07,1.34,0.21,80.0,47.0,40.0,41.99,48.43,2159.66,6.89,12.71,Zaid,Sprinkler,River,13.14,No,29.09,North,Low,14.15
Cotton,Sowing,Clay,6.38,27.46,1.22,2.26,117.0,46.0,19.0,30.71,50.1,1417.28,8.05,12.97,Zaid,Canal,Rainwater,4.65,Yes,68.34,West,Low,40.28
Cotton,Vegetative,Loamy,7.59,64.45,0.49,0.31,117.0,46.0,19.0,37.77,94.46,533.6,6.53,4.63,Rabi,Canal,River,6.6,No,54.52,West,Medium,34.19
Cotton,Flowering,Clay,7.17,64.55,0.92,1.06,117.0,46.0,19.0,16.74,69.23,2079.83,5.82,19.62,Rabi,Drip,Rainwater,12.96,No,72.94,East,Medium,44.6
Cotton,Flowering,Clay,7.49,42.97,1.18,2.06,117.0,46.0,19.0,17.87,63.72,1371.41,9.57,19.11,Rabi,Drip,Reservoir,13.95,No,57.57,East,Medium,44.63
Cotton,Vegetative,Sandy,6.23,64.8,1.46,2.92,117.0,46.0,19.0,13.18,34.64,1915.56,9.69,6.25,Rabi,Canal,Reservoir,0.4,No,71.11,West,Low,24.81
Rice,Harvest,Loamy,6.2,39.44,1.33,0.55,80.0,47.0,40.0,24.21,73.68,1426.64,10.37,7.42,Rabi,Canal,Groundwater,4.58,Yes,54.93,South,Low,19.19
Maize,Flowering,Clay,5.47,39.22,0.46,1.23,76.0,48.5,20.0,15.58,50.6,2433.76,7.79,3.79,Rabi,Canal,Rainwater,3.09,Yes,113.54,West,Low,62.21
Rice,Vegetative,Clay,4.99,61.73,0.52,1.35,80.0,47.0,40.0,23.71,26.54,2145.73,9.01,9.61,Kharif,Rainfed,Groundwater,4.25,Yes,27.65,West,Low,10.96
Cotton,Vegetative,Clay,6.93,16.67,1.1,1.98,117.0,46.0,19.0,41.09,65.75,856.1,8.53,11.45,Zaid,Rainfed,River,2.95,No,86.57,South,High,109.36
Rice,Sowing,Loamy,5.88,53.16,0.87,0.24,80.0,47.0,40.0,12.13,86.82,1752.32,10.69,3.88,Kharif,Rainfed,Reservoir,10.67,Yes,3.34,South,Low,1.32
Maize,Harvest,Loamy,5.98,25.01,0.85,3.18,76.0,48.5,20.0,31.92,51.44,620.13,7.17,16.79,Kharif,Canal,Rainwater,2.25,Yes,10.76,West,Low,4.58
Maize,Sowing,Loamy,4.91,62.58,0.97,1.46,76.0,48.5,20.0,16.22,26.86,375.14,6.29,7.78,Kharif,Drip,Rainwater,9.83,No,45.71,South,Low,19.13
Cotton,Flowering,Silt,6.62,49.7,1.42,1.37,117.0,46.0,19.0,29.07,87.47,2274.13,4.35,15.36,Rabi,Sprinkler,River,13.69,No,118.89,North,Medium,96.8
Rice,Sowing,Loamy,6.65,40.98,0.87,0.4,80.0,47.0,40.0,24.84,70.51,1787.67,10.15,2.83,Kharif,Sprinkler,Reservoir,10.47,Yes,27.67,South,Low,13.7
Maize,Flowering,Silt,6.12,22.94,0.97,1.56,76.0,48.5,20.0,35.61,82.89,301.2,5.46,1.88,Rabi,Drip,River,0.57,No,110.35,East,Medium,148.73
Maize,Sowing,Loamy,4.98,24.6,0.59,1.51,76.0,48.5,20.0,23.18,42.77,564.43,5.55,8.17,Kharif,Drip,Reservoir,3.02,No,62.92,Central,Low,35.25
Rice,Harvest,Clay,7.82,45.33,1.32,0.91,80.0,47.0,40.0,36.51,29.11,771.13,5.17,9.34,Zaid,Rainfed,Groundwater,4.05,No,82.02,North,Low,30.49
Maize,Flowering,Silt,5.16,18.79,0.66,0.41,76.0,48.5,20.0,29.27,68.93,2321.85,5.63,11.57,Kharif,Rainfed,Groundwater,3.56,No,32.53,East,Medium,34.39
Cotton,Harvest,Sandy,7.6,38.41,0.69,0.48,117.0,46.0,19.0,41.1,93.73,2099.29,6.03,12.49,Rabi,Sprinkler,River,0.52,No,3.49,East,Low,1.43
Cotton,Harvest,Clay,6.16,51.83,0.95,2.78,117.0,46.0,19.0,36.98,41.87,36.89,9.63,16.65,Zaid,Rainfed,Groundwater,9.13,No,1.45,South,Medium,1.09
Rice,Sowing,Clay,6.51,47.57,1.28,0.48,80.0,47.0,40.0,27.25,88.36,1612.99,6.82,16.49,Zaid,Sprinkler,Rainwater,2.88,No,50.89,West,Low,24.25
Cotton,Flowering,Loamy,7.53,61.65,0.38,3.33,117.0,46.0,19.0,35.91,70.29,262.46,5.21,12.74,Rabi,Sprinkler,Groundwater,6.3,Yes,116.57,East,Medium,113.09
Cotton,Flowering,Clay,6.47,16.46,0.67,0.3,117.0,46.0,19.0,22.02,72.18,1269.56,5.52,15.17,Zaid,Drip,Groundwater,12.02,Yes,34.17,Central,Medium,33.62
Rice,Harvest,Loamy,7.2,13.98,0.77,2.18,80.0,47.0,40.0,31.88,44.18,2393.48,5.2,0.54,Kharif,Drip,Reservoir,1.06,No,83.38,Central,Medium,52.71
Maize,Vegetative,Loamy,6.76,11.25,0.89,3.26,76.0,48.5,20.0,38.84,71.49,481.27,4.1,8.42,Kharif,Drip,Groundwater,2.09,No,14.41,Central,Medium,14.48
Cotton,Harvest,Sandy,5.72,59.48,0.49,1.6,117.0,46.0,19.0,23.65,72.44,3.0,8.95,16.76,Rabi,Drip,Reservoir,2.68,No,19.67,Central,Medium,12.27
Cotton,Sowing,Silt,4.95,35.05,0.5,0.55,117.0,46.0,19.0,33.64,27.46,1564.17,10.99,16.66,Rabi,Sprinkler,Groundwater,3.91,No,38.52,East,Low,21.89
Cotton,Harvest,Clay,8.17,61.08,0.55,1.47,117.0,46.0,19.0,22.59,63.88,853.71,4.34,9.94,Zaid,Canal,Groundwater,11.67,No,92.79,South,Low,25.65
Maize,Flowering,Silt,5.24,30.51,0.44,3.24,76.0,48.5,20.0,14.12,67.98,995.29,4.96,15.94,Rabi,Drip,Reservoir,1.25,Yes,52.61,North,Low,30.89
Maize,Harvest,Sandy,7.51,32.41,0.7,0.27,76.0,48.5,20.0,30.37,55.11,553.59,9.51,16.06,Rabi,Drip,Groundwater,9.86,No,102.34,West,Low,40.39
Maize,Flowering,Clay,6.47,34.39,1.58,0.81,76.0,48.5,20.0,22.15,47.99,2069.96,10.68,0.58,Zaid,Drip,Reservoir,8.56,No,31.04,West,Low,19.03
Maize,Flowering,Silt,7.79,17.61,1.33,1.49,76.0,48.5,20.0,26.38,29.7,1748.12,9.59,17.27,Rabi,Drip,Groundwater,4.68,Yes,107.36,North,Medium,110.37
Maize,Sowing,Sandy,6.2,9.06,0.79,0.25,76.0,48.5,20.0,33.52,72.03,236.63,10.81,4.1,Zaid,Drip,Reservoir,3.28,No,99.05,South,Medium,117.69
Maize,Sowing,Loamy,6.63,42.76,1.05,2.09,76.0,48.5,20.0,20.29,67.37,141.7,9.89,17.44,Rabi,Canal,Groundwater,10.74,No,86.08,South,Medium,79.65
Cotton,Flowering,Clay,7.11,29.1,1.04,1.45,117.0,46.0,19.0,32.92,57.28,2160.29,7.2,8.35,Kharif,Sprinkler,Rainwater,5.86,Yes,45.6,West,Low,32.49
Maize,Sowing,Clay,5.21,54.1,1.17,2.61,76.0,48.5,20.0,40.78,85.31,333.16,4.02,6.59,Rabi,Sprinkler,Reservoir,11.23,Yes,79.73,East,Low,47.88
Rice,Harvest,Silt,5.19,23.35,1.27,0.19,80.0,47.0,40.0,31.76,54.02,1514.38,8.34,4.21,Zaid,Drip,Reservoir,13.85,Yes,37.38,East,Low,16.1
Cotton,Sowing,Sandy,7.0,11.13,0.56,0.49,117.0,46.0,19.0,17.45,35.99,2344.6,9.54,2.37,Kharif,Canal,Groundwater,6.99,Yes,37.77,North,Low,20.65
Cotton,Flowering,Silt,7.22,61.63,1.2,1.58,117.0,46.0,19.0,18.98,53.68,252.21,6.28,10.48,Rabi,Rainfed,Reservoir,8.24,No,35.72,West,Medium,29.61
Cotton,Flowering,Sandy,5.07,45.55,0.83,0.58,117.0,46.0,19.0,21.41,91.48,886.48,7.08,19.13,Zaid,Drip,Reservoir,4.99,Yes,104.53,East,Low,57.47
Cotton,Flowering,Loamy,8.0,28.96,1.57,3.28,117.0,46.0,19.0,14.92,37.44,1351.88,6.54,17.45,Rabi,Sprinkler,Rainwater,2.0,Yes,88.6,Central,Low,52.7
Cotton,Vegetative,Loamy,5.69,52.57,0.58,3.12,117.0,46.0,19.0,38.87,54.34,1021.53,9.27,10.09,Zaid,Rainfed,Rainwater,4.95,Yes,67.68,West,Medium,48.81
Rice,Sowing,Loamy,7.43,30.54,1.51,2.79,80.0,47.0,40.0,13.86,68.67,175.2,7.08,1.04,Kharif,Drip,River,6.28,No,103.12,Central,Low,68.54
Maize,Flowering,Silt,5.37,56.66,0.67,3.1,76.0,48.5,20.0,36.12,92.37,1749.2,8.4,18.48,Rabi,Sprinkler,Reservoir,0.53,Yes,90.06,South,Medium,72.86
Maize,Flowering,Clay,7.42,37.48,0.54,3.22,76.0,48.5,20.0,15.19,37.25,2244.89,4.8,13.6,Zaid,Rainfed,River,5.66,No,71.44,South,Medium,56.55
Cotton,Harvest,Sandy,5.69,55.92,0.7,2.81,117.0,46.0,19.0,22.62,48.07,1069.38,10.77,1.07,Rabi,Sprinkler,Rainwater,8.49,Yes,93.53,South,Low,27.36
Cotton,Vegetative,Sandy,5.21,52.86,1.35,1.61,117.0,46.0,19.0,16.96,74.83,954.84,8.96,5.02,Kharif,Rainfed,Rainwater,12.33,Yes,10.76,West,Low,4.37
Cotton,Harvest,Silt,6.53,45.42,1.48,2.02,117.0,46.0,19.0,15.36,36.56,1465.7,9.44,15.99,Zaid,Canal,Rainwater,1.87,Yes,97.04,South,Low,29.21
Cotton,Harvest,Sandy,6.02,62.97,1.28,0.64,117.0,46.0,19.0,22.9,52.86,586.73,6.62,7.54,Rabi,Drip,Groundwater,5.04,No,103.75,West,Low,28.15
Rice,Harvest,Sandy,6.04,44.73,0.53,0.1,80.0,47.0,40.0,26.61,64.87,1820.91,9.25,16.1,Rabi,Sprinkler,Rainwater,6.82,No,63.29,North,Low,21.56
Maize,Vegetative,Clay,6.98,29.19,1.08,2.07,76.0,48.5,20.0,13.1,29.19,2363.3,5.17,9.43,Rabi,Drip,River,2.2,No,97.08,North,Low,48.03
Rice,Vegetative,Sandy,6.92,31.2,1.25,0.94,80.0,47.0,40.0,36.28,27.28,85.68,9.83,15.85,Rabi,Drip,Rainwater,0.34,Yes,88.22,East,Medium,109.97
Rice,Sowing,Loamy,7.97,32.4,0.95,1.35,80.0,47.0,40.0,25.9,54.84,33.55,5.11,3.76,Rabi,Drip,Reservoir,8.6,No,89.51,South,Low,72.68
Maize,Sowing,Loamy,8.03,51.37,0.74,0.87,76.0,48.5,20.0,33.81,82.07,2162.73,6.34,0.85,Kharif,Rainfed,Reservoir,5.34,Yes,8.9,South,Low,4.35
Cotton,Harvest,Clay,5.02,38.29,0.98,0.24,117.0,46.0,19.0,41.26,37.73,2037.3,9.85,4.36,Kharif,Sprinkler,Groundwater,0.97,No,13.54,West,Low,5.54
Cotton,Vegetative,Loamy,6.85,11.86,0.97,0.69,117.0,46.0,19.0,39.82,37.34,2028.12,5.76,5.19,Kharif,Rainfed,River,4.23,Yes,66.81,North,Medium,64.82
Rice,Sowing,Loamy,4.99,28.99,0.57,0.26,80.0,47.0,40.0,30.32,61.52,879.59,7.33,16.54,Zaid,Canal,Rainwater,4.79,Yes,88.82,South,Low,51.51
Rice,Sowing,Loamy,7.84,58.44,1.31,1.69,80.0,47.0,40.0,19.92,73.1,115.82,8.04,14.35,Zaid,Canal,Rainwater,6.03,No,36.1,North,Medium,28.95
Rice,Harvest,Clay,7.63,61.48,0.65,0.41,80.0,47.0,40.0,29.67,45.91,334.61,7.58,5.11,Zaid,Canal,Rainwater,13.66,No,94.18,East,Low,33.22
Cotton,Vegetative,Clay,7.79,22.01,1.12,2.24,117.0,46.0,19.0,27.58,83.39,236.34,8.81,18.07,Zaid,Sprinkler,River,2.09,Yes,50.52,West,High,72.64
Cotton,Harvest,Silt,5.24,32.73,0.32,3.12,117.0,46.0,19.0,13.34,82.9,2424.23,7.08,15.54,Kharif,Rainfed,Groundwater,5.41,Yes,33.81,South,Low,11.37
Rice,Harvest,Clay,4.91,53.42,0.54,2.19,80.0,47.0,40.0,29.82,81.87,2484.05,4.9,14.85,Kharif,Sprinkler,River,8.84,No,104.49,West,Low,33.69
